Date,Season,Year,Type,Country,Source,Age,Sex,State,Location,Fatal Y/N,Activity,Species
Unknown,Unknown,1771,Unprovoked,usa,"c. moore, gsaf",Unknown,M,Unknown,Damiscotte,Y,fishing,other
Unknown,Unknown,1767,Invalid,france,unknown,Unknown,M,Côte D'Azur,St. Tropez,Unknown,other,other
Unknown,Unknown,1764,Unprovoked,spain,"c. moore, gsaf",Unknown,M,Unknown,Guadalquivir River,Y,swimming,other
Unknown,Unknown,1758,Unprovoked,unknown,a.m. hodgkin,Unknown,M,Unknown,,N,other,other
Unknown,Unknown,1753,Unprovoked,jamaica,"maryland gazette, 1/31/1754",Unknown,M,Unknown,Kingston Harbor,Y,other,other
27-Jul,Summer,1751,Unprovoked,usa,"pennsylvania gazette, 8/15/1751",Unknown,M,Massachusetts,,Y,swimming,other
Unknown,Unknown,1749,Unprovoked,cuba,gsaf,14,M,Havana Province,Havana Harbor,N,swimming,other
Unknown,Unknown,1755,Unprovoked,sweden,"c. moore, gsaf",Unknown,M,Unknown,Bohusl n,Unknown,other,other
Unknown,Unknown,1748,Unprovoked,panama,"j. castro, et al",Unknown,M,Las Perlas Archipelago,Taboga & Isla del Rey,Y,other,other
17-Dec,,1742,Unprovoked,unknown,"c. moore, gsaf",Unknown,M,Unknown,Carlisle Bay,Y,swimming,other
Unknown,Unknown,1738,Unprovoked,italy,"c. moore, gsaf",Unknown,M,Sicily,Strait of Messina,Y,swimming,other
Unknown,Unknown,1733,Invalid,iceland,e. olafsen,Unknown,Unknown,Bardestrand,Talkknefiord,Unknown,other,other
Unknown,Unknown,1723,Unprovoked,roatan,"c.moore, gsaf",Unknown,M,Unknown,,Unknown,other,other
Unknown,Unknown,1721,Unprovoked,italy,f. ricciardi; a. de maddalena.,Unknown,M,Sardinia,"Ponte della Maddelena,",Y,swimming,white shark
26-Mar,,1703,Unprovoked,barbados,"w.r.cutter, vol.1, p.252",19,M,Unknown,Carlisle Bay,N,swimming,other
Unknown,Unknown,1700,Unprovoked,france,"a. de maddalena, citing cazeils (1998)",Unknown,M,Unknown,Nice,Y,other,other
Unknown,Unknown,1700,Unprovoked,france,"a. de maddalena, citing cazeils (1998)",Unknown,M,Côte D'Azur,Antibes,N,other,white shark
Unknown,Unknown,1700,Unprovoked,barbados,"tioga eagle, 10.26/ 1842",Unknown,M,Unknown,,Y,other,other
Unknown,Unknown,1642,Invalid,guinea,"history of the pyrates, by d. defoe, vol. 2, p.28",Unknown,M,Unknown,,Unknown,other,other
Unknown,Unknown,1691,Unprovoked,canada,canadian shark attack registry,Unknown,M,Quebec,Gasp ,Y,other,other
15-Aug,Summer,1640,Unprovoked,usa,"r. fernicola, gsaf & kent mountford",Unknown,M,Maryland,a tidal river,Y,wading,other
Unknown,Unknown,1638,Unprovoked,unknown,sir thomas herbert,Unknown,M,Unknown,,Unknown,other,other
Unknown,Unknown,1637,Unprovoked,india,"h. edwards, p.31, citing sebastian manrique",Unknown,Unknown,West Bengal,Hooghly River mouth,Unknown,wading,other
Unknown,Unknown,1617,Unprovoked,india,"h. edwards, p.31, citing samuel purchas",Unknown,Unknown,West Bengal,Ganges Delta,Unknown,other,other
Unknown,Unknown,1642,Unprovoked,usa,"knickerbocker's history of new york, by washington irving",Unknown,M,New York,Between Manhattan and The Bronx,Y,swimming,other
Unknown,Unknown,1595,Unprovoked,india,the voyage of john huyghen van linschoten,Unknown,M,Kerala,River Cochin,Unknown,other,other
Unknown,Unknown,1580,Unprovoked,unknown,"g.p. whitley, p. 10",Unknown,M,Unknown,,Y,other,other
Unknown,Unknown,1555,Unprovoked,unknown,olaus magnus,Unknown,M,Unknown,,Unknown,swimming,other
Unknown,Unknown,1554,Unprovoked,france,g. rondelet,Unknown,M,Nice & Marseilles,,Unknown,other,white shark
Unknown,Unknown,1543,Unprovoked,venezuela,j. castro,Unknown,M,Unknown,,Y,other,other
Unknown,Unknown,1518,Unprovoked,mexico,"c. moore, gsaf",Unknown,M,Yucatan,Cozumel,N,other,other
Unknown,Unknown,Unknown,Unprovoked,mexico,j. castro,Unknown,M,Unknown,,N,other,other
Unknown,Unknown,Unknown,Unprovoked,usa,p. seigel,29,M,Puerto Rico,Archeological site,N,other,tiger shark
Unknown,Unknown,Unknown,Unprovoked,unknown,perils mentioned by pliny the elder (23 a.d. to 76 a.d.),Unknown,M,Unknown,,Y,other,other
Unknown,Unknown,Unknown,Unprovoked,australia,waverly library,Unknown,M,New South Wales,Bondi,N,other,other
Unknown,Unknown,Unknown,Unprovoked,unknown,"reported by greek poet, leonidas of tarentum (228 b.c to 174 b.c.); v.m. coppleson (1958), pp.4 &5",Unknown,M,Unknown,,Y,diving,other
Unknown,Unknown,Unknown,Unprovoked,greece,plutarch (45 - 125 a.d.) in life of phoecion (phoecion 28),Unknown,M,Piraeus,In the haven of Cantharus,Y,other,other
Unknown,Unknown,Unknown,Sea Disaster,greece,herodotus (485 - 425 b.c.),Unknown,M,Unknown,,Y,other,other
Unknown,Unknown,Unknown,Sea Disaster,italy,"v.m. coppleson (1958), p.262, et al",Unknown,M,Unknown,"Krater found during excavations at Lacco Ameno, Ischia",Y,other,other
Unknown,Unknown,Unknown,Invalid,japan,j.a. whitej.,Unknown,M,Unknown,Archeological site,Y,other,other
Unknown,Unknown,Unknown,Invalid,peru,j. quilter,17,M,Paloma,Archeological site,Y,other,other
Unknown,Unknown,Unknown,Unprovoked,belize,"d. grant, sri",Unknown,M,Unknown,,N,other,other
Unknown,Unknown,Unknown,Unprovoked,australia,"k. mcmurray, trackingsharks.com",Unknown,M,Queensland,Otter Reef,N,fishing,hammerhead
Unknown,Unknown,Unknown,Unprovoked,australia,"b. myatt, gsaf",Unknown,F,Queensland,Newstead,Unknown,swimming,other
Unknown,Unknown,Unknown,Unprovoked,canada,"c.e.russell, pp. 310-311",Unknown,M,Unknown,Grand Banks,N,fishing,other
Unknown,Unknown,Unknown,Unprovoked,kenya,a.j. venter,Unknown,M,Mombasa,Kilindini,N,diving,other
Unknown,Unknown,Unknown,Unprovoked,kenya,eadestination,Unknown,M,Mombasa,Kilindini,Y,diving,other
Unknown,Unknown,Unknown,Unprovoked,panama,c. mendieta & a. duarte,20,M,Bocas Del Toro Province,Red Frog Beach,Y,swimming,other
Unknown,Unknown,Unknown,Unprovoked,uruguay,"di candia, 2004",Unknown,Unknown,Rocha,"Isla Chica, La Paloma",N,swimming,other
Unknown,Unknown,Unknown,Unprovoked,uruguay,"di candia, 2004",Unknown,M,Rocha,"Playa del Barco, La Pedrera",Y,swimming,other
Unknown,Unknown,Unknown,Unprovoked,usa,wbtv-news3,Unknown,M,South Carolina,Charleston,N,swimming,other
Unknown,Unknown,Unknown,Unprovoked,papua new guinea,"the advertiser (adelaide), 6/2/1933",Unknown,M,Morobe Province,Simbang,Y,swimming,other
Unknown,Unknown,Unknown,Unprovoked,australia,"courier mail, 6/30/1951",15,F,Queensland,Boonooroo,N,other,other
Unknown,Unknown,Unknown,Unprovoked,australia,"brisbane courier, 1/28/1909",Unknown,M,Queensland,Moreton Bay,Y,other,other
Unknown,Unknown,Unknown,Unprovoked,usa,k. o'keefe,Unknown,M,Hawaii,Oahu,N,diving,other
Unknown,Unknown,Unknown,Unprovoked,bermuda,"new york times, 7/22/1916",Unknown,M,Unknown,,Y,other,other
Unknown,Unknown,Unknown,Unprovoked,usa,c.f. holder,Unknown,M,California,"Monterey, Montery County",Y,fishing,other
Unknown,Unknown,Unknown,Provoked,india,naval journal (undated),Unknown,M,Unknown,,N,other,other
Unknown,Unknown,Unknown,Unprovoked,lebanon,"c. moore, gsaf",Unknown,M,Unknown,,N,fishing,other
Unknown,Unknown,Unknown,Unprovoked,spain,"c. moore, gsaf",Unknown,Unknown,Unknown,Tenerife,N,other,other
Unknown,Unknown,Unknown,Unprovoked,sudan,"e. ritter, gsaf",Unknown,F,Unknown,,N,snorkeling,other
Unknown,Unknown,Unknown,Provoked,unknown,"watertown daily times, 7/8/2011",Unknown,M,Unknown,,N,other,other
Unknown,Unknown,Unknown,Unprovoked,usa,daniell washington,21,F,Florida,,N,other,other
Unknown,Unknown,Unknown,Unprovoked,usa,"m. vorenberg, gsaf",Unknown,M,Florida,"Lost Tree Village, Palm Beach County",N,surfing,other
Unknown,Unknown,Unknown,Unprovoked,djibouti,a. c. doyle,Unknown,Unknown,Unknown,,Y,other,other
Unknown,Unknown,Unknown,Unprovoked,libya,m. bardanis,Unknown,M,Cyrenaica,Kirinaiki,Y,other,other
Unknown,Unknown,Unknown,Unprovoked,australia,"courier-mail, 1/11/1936",Unknown,M,Unknown,,N,fishing,other
Unknown,Unknown,Unknown,Unprovoked,new zealand,"evening post, 6/8/1912",Unknown,M,Unknown,"Point Halsey, Wellington",Y,other,other
Unknown,Unknown,Unknown,Unprovoked,unknown,national georgraphic television,Unknown,F,Unknown,In a river feeding into the Bay of Bengal,N,other,other
Unknown,Unknown,Unknown,Unprovoked,vietnam,"daily kennebec journal, 3/27/ 1911",Unknown,M,Unknown,,N,other,other
Unknown,Unknown,Unknown,Unprovoked,sri lanka,gould & pyle,Unknown,M,Northern Province,Mannar,N,fishing,other
Unknown,Unknown,Unknown,Unprovoked,venezuela,http://waterco.com.br/ataque_tubarao.htm,Unknown,M,Unknown,,Y,fishing,hammerhead
Unknown,Unknown,Unknown,Unprovoked,usa,fishingworld.com,Unknown,M,Florida,"Tampa Bay, Hillsborough County",N,fishing,other
Unknown,Unknown,Unknown,Unprovoked,greece,m. kalafatas,Unknown,M,Unknown,Near Symi Island,Y,other,other
Unknown,Unknown,Unknown,Watercraft,mozambique,south african shark attack file,Unknown,Unknown,Inhambane Province,Off Inhambane,N,fishing,other
Unknown,Unknown,Unknown,Unprovoked,south africa,"l.green, a decent fellow doesn't work, p.225",Unknown,M,Western Cape Province,"Murray Bay, Robben Island",Y,swimming,other
Unknown,Unknown,Unknown,Unprovoked,australia,"a. seekee & r. callinan, courier-mail, 7/7/1995, p.7",Unknown,M,Torres Strait,,N,other,tiger shark
Unknown,Unknown,Unknown,Unprovoked,bahrein,a.c. doyle,Unknown,M,Unknown,,Y,other,tiger shark
Unknown,Unknown,Unknown,Unprovoked,bahamas,"r.d. weeks, gsaf",Unknown,M,Unknown,Great Guana Cay,N,fishing,other
Unknown,Unknown,Unknown,Unprovoked,usa,internet,Unknown,M,Florida,"Key West, Monroe County",N,surfing,other
Unknown,Unknown,Unknown,Unprovoked,reunion,g. van grevelynghe,Unknown,M,Grand'Anse,Petite- le,N,other,other
Unknown,Unknown,Unknown,Unprovoked,solomon islands,"islands magazine, 2/1998, p.76",Unknown,M,Malaita Province,Waibana Passage,N,diving,other
Unknown,Unknown,Unknown,Unprovoked,korea,"k. amsler, divernet.com",Unknown,F,South Korea,Cheju Island,Y,diving,other
Unknown,Unknown,Unknown,Unprovoked,french polynesia,j. windh,Unknown,M,Tuamotus,Rangiroa,N,fishing,other
Unknown,Unknown,Unknown,Unprovoked,sudan,"e. bjurstrom,",Unknown,M,Unknown,Sha'ab Rumi,N,diving,other
Unknown,Unknown,Unknown,Unprovoked,vanuatu,s. combs,Unknown,F,Malampa Province,Malakula,Y,other,other
Unknown,Unknown,Unknown,Provoked,vanuatu,s. combs,Unknown,M,Malampa Province,"Hokai, Malakula",N,other,hammerhead
Unknown,Unknown,Unknown,Unprovoked,iran,b. coad & f. papahn,Unknown,M,Khuzestan Province,"Ahvaz, on the Karun River",N,other,bull shark
Unknown,Unknown,Unknown,Provoked,usa,"r. skocik, p.176",19,M,Florida,"Riviera Beach, Palm Beach County",N,diving,other
Unknown,Unknown,Unknown,Invalid,papua new guinea,"f. dennis, pp.15-16",Unknown,M,Unknown," D'Entrecasteaux islands, 20 miles off the coast",Y,other,other
Unknown,Unknown,Unknown,Unprovoked,unknown,"captain t. falcon-barker, pp. 91-93",Unknown,F,Unknown,,N,other,other
Unknown,Unknown,Unknown,Unprovoked,south africa,"whitaker, the sun, 1/3/1967",Unknown,M,Eastern Cape Province,Keiskamma River mouth,Y,other,other
Unknown,Unknown,Unknown,Unprovoked,usa,"c. limbaugh in sharks & survival, pp.77-78",Unknown,M,California,"LaJolla, San Diego County",N,other,other
Unknown,Unknown,Unknown,Unprovoked,greece,"sydney morning herald, 5/8/1965",Unknown,F,Unknown,Eastern shore,Y,swimming,other
Unknown,Unknown,Unknown,Invalid,usa,b. sojka & d. lloyd,Unknown,M,Hawaii,"Portlock, Oahu",Unknown,diving,other
Unknown,Unknown,Unknown,Unprovoked,usa,"w.h. gregg, p.19;      l. schultz & m. malin, p.533",Unknown,M,Florida,"Mosquito Inlet (Ponce Inlet), Volusia County",Y,other,other
Unknown,Unknown,Unknown,Unprovoked,unknown,"w.h. gregg, p.22;      l. schultz & m. malin, p.529",Unknown,M,Unknown,,Y,other,other
Unknown,Unknown,Unknown,Unprovoked,australia,"g.p. whitley (1952), p.192, cites a. marshall",Unknown,M,Torres Strait,,N,other,other
Unknown,Unknown,Unknown,Unprovoked,australia,"n. caldwell; t. peake, gsaf",Unknown,M,Western Australia,Cossack Creek,N,other,other
Unknown,Unknown,Unknown,Unprovoked,singapore,"v.m. coppleson (1958), p.266",Unknown,Unknown,Unknown,"Keppel Harbor,  2 miles from Singapore city center",N,swimming,other
Unknown,Unknown,Unknown,Unprovoked,fiji,"v. m. coppleson (1962), p.253",27,M,Unknown,,N,fishing,other
Unknown,Unknown,Unknown,Unprovoked,mozambique,l. bishop; v.m. coppleson (1962),36,M,Maputo Province,Santa Maria Peninsula,N,other,other
Unknown,Unknown,Unknown,Unprovoked,seychelles,"travis, pp. 326-327",Unknown,M,Unknown,Marie Louise Island,Y,swimming,tiger shark
Unknown,Unknown,Unknown,Unprovoked,iraq,b.w. coad & l.a.j. al-hassan,25,M,Basrah,Shatt-al-Arab River,N,fishing,other
Unknown,Unknown,Unknown,Unprovoked,iraq,b.w. coad & l.a.j. al-hassan,6,M,Basrah,Shatt-al-Arab River ,N,swimming,bull shark
Unknown,Unknown,Unknown,Unprovoked,iraq,b.w. coad & l.a.j. al-hassan,16,M,Basrah,Shatt-al-Arab River near Abu al Khasib,N,swimming,bull shark
Unknown,Unknown,Unknown,Unprovoked,bahamas,"star-ledger (newark, nj), 8/22/1960",Unknown,M,Unknown,,N,other,white shark
Unknown,Unknown,Unknown,Unprovoked,usa,"b. walton, sun (san bernardino), 6/19/1959",Unknown,F,California,"Capistrano, Orange County",N,other,white shark
Unknown,Unknown,Unknown,Unprovoked,bermuda,"mentioned in letter from l. s. mowbray dated 4/24/1959; l. schultz & m. malin, p.516",Unknown,M,Paget,Paget Parish,N,fishing,other
Unknown,Unknown,Unknown,Unprovoked,fiji,"v.m. coppleson (1958), p.259",Unknown,F,Unknown,"18.8S, 178.25E",N,swimming,other
Unknown,Unknown,Unknown,Unprovoked,madagascar,"v.m. coppleson (1958), p.259",Unknown,M,Toamasina Province,Tamatave,Y,other,other
Unknown,Unknown,Unknown,Unprovoked,usa,"v.m. coppleson (1956), p.255;  r.f. hutton",Unknown,M,Florida,"Palm Beach, Palm Beach County",N,other,other
Unknown,Unknown,Unknown,Provoked,bahamas,"v.m. coppleson (1958), p.97",Unknown,M,Unknown,Middle Bight,N,other,other
Unknown,Unknown,Unknown,Unprovoked,indonesia,"c.h. townsend, p. 172; v.m. coppleson, p.258",Unknown,M,Riau Province,"Natuna Islands, between Sumatra & Kalimantan in the South China Sea",Y,swimming,other
Unknown,Unknown,Unknown,Unprovoked,india,"v.m. coppleson (1958), p.261",Unknown,M,Maharashtra,"Malwan, near Ratnagiri",Y,other,other
Unknown,Unknown,Unknown,Unprovoked,nicaragua,"f. poli, pp.150-153",Unknown,M,Lake Nicaragua (Fresh Water),A village  north of San Carlos,Y,other,bull shark
Unknown,Unknown,Unknown,Provoked,cuba,"f. poli, pp.75, 81-83",50,M,Havana Province,Cojimar,Y,fishing,other
Unknown,Unknown,Unknown,Unprovoked,marshall islands,j.e. lasch,Unknown,M,Bikini Atoll,,N,swimming,other
Unknown,Unknown,Unknown,Unprovoked,kiribati,"j. oetzel, skin diver magazine, march 1956, p.19",Unknown,M,Unknown,Canton Island,N,diving,other
Unknown,Unknown,Unknown,Unprovoked,unknown,"j. oetzel, skin diver magazine, march 1956, p.19",Unknown,M,Unknown,Wake Island,N,fishing,other
Unknown,Unknown,Unknown,Unprovoked,kiribati,"grimble, pp. 142-143",Unknown,M,Unknown,Nonouti,Y,other,other
Unknown,Unknown,Unknown,Sea Disaster,unknown,"g.a. llano in airmen against the sea, p.69",Unknown,Unknown,Unknown,,Y,other,other
Unknown,Unknown,Unknown,Unprovoked,solomon islands,"w. chapman (1949) fishing in troubled waters,  p.182",Unknown,M,New Georgia,"Munda Island, Roviana Lagoon",N,other,other
Unknown,Unknown,Unknown,Unprovoked,australia,press clipping dated 6/28/1950,Unknown,M,Torres Strait,Thursday Island?,N,other,other
Unknown,Unknown,Unknown,Unprovoked,iran,"lt. col. r.s. hunt, pp. 80-81",Unknown,M,Khuzestan Province,"Ahvaz, on the Karun River",Y,fishing,other
Unknown,Unknown,Unknown,Unprovoked,iran,lt. col. r.s. hunt of the royal army medical corp,Unknown,M,Khuzestan Province,"Ahvaz, on the Karun River",Y,other,other
Unknown,Unknown,Unknown,Unprovoked,iran,"lt.col. r.s. hunt, p.79",Unknown,M,Khuzestan Province,"Ahvaz, on the Karun River",Y,other,other
Unknown,Unknown,Unknown,Unprovoked,iraq,b.w. coad & l.a.j. al-hassan,Unknown,M,Basrah,Shatt-el Arab River near a small boat stand,Y,swimming,bull shark
Unknown,Unknown,Unknown,Unprovoked,saudi arabia,g.f. mead,Unknown,M,Eastern Province,East of the Ras Tanura-Jubail area ,Y,diving,other
Unknown,Unknown,Unknown,Unprovoked,saudi arabia,g.f. mead,Unknown,M,Eastern Province,East of the Ras Tanura-Jubail area ,N,diving,other
Unknown,Unknown,Unknown,Unprovoked,saudi arabia,g.f. mead,Unknown,M,Eastern Province,East of the Ras Tanura-Jubail area ,N,diving,other
Unknown,Unknown,Unknown,Sea Disaster,pacific ocean,g. llano,Unknown,M,Unknown,,Y,other,other
Unknown,Unknown,Unknown,Provoked,burma,"massillon independent, 3/1905",Unknown,M,Unknown,,N,other,other
Unknown,Unknown,Unknown,Sea Disaster,papua new guinea,"g.a. llano in airmen against the sea, p.69; v.m. coppleson (1962), p.257",Unknown,M,Unknown,St. George s Channel,N,other,other
Unknown,Unknown,Unknown,Sea Disaster,papua new guinea,"v.m. coppleson (1962), p.257",Unknown,M,Madang Province,Off Lae,N,swimming,other
Unknown,Unknown,Unknown,Unprovoked,burma,"massillon independent, 3/1905",Unknown,M,Unknown,,Y,other,other
Unknown,Unknown,Unknown,Watercraft,italy,a. de maddalena; anon. (1938),Unknown,M,Unknown,,N,fishing,white shark
Unknown,Unknown,Unknown,Unprovoked,greece,m. n. kalafatas,Unknown,M,Unknown,Symi Island,N,other,other
Unknown,Unknown,Unknown,Unprovoked,belize,mitchell-hedges,16,M,Unknown,,Y,other,tiger shark
Unknown,Unknown,Unknown,Unprovoked,australia,h. capper,Unknown,M,New South Wales,"Spectacle Island, Port Jackson",Unknown,other,other
Unknown,Unknown,Unknown,Unprovoked,reunion,g. van grevelynghe,Unknown,Unknown,Saint-Denis,Barachois,Y,swimming,other
Unknown,Unknown,Unknown,Unprovoked,south africa,"l. green in tavern of the seas, p.182",Unknown,F,Western Cape Province,Arniston,N,wading,other
Unknown,Unknown,Unknown,Unprovoked,australia,"adelaide advertiser, 1/11/1940",Unknown,M,Unknown,,N,other,other
Unknown,Unknown,Unknown,Unprovoked,south africa,"l. green in south african beachcomber, p.97",Unknown,M,Kwazulu-Natal,Durban ,Y,swimming,other
Unknown,Unknown,Unknown,Unprovoked,australia,"v.m. coppleson (1958), p.241",Unknown,M,Queensland,Great Barrier Reef,Y,other,other
Unknown,Unknown,Unknown,Unprovoked,usa,"t. helm, p.219",Unknown,M,Florida,"Gadsden Point, Tampa Bay",N,fishing,other
Unknown,Unknown,Unknown,Unprovoked,vietnam,"daily kennebec journal, 3/27/1911",Unknown,M,Ba Ria-Vung Tau  Province,V?ng T u,N,swimming,other
Unknown,Unknown,Unknown,Unprovoked,south africa,"captain a. anderson,  natal mercury, 12/31/1921; m. levine, gsaf",Unknown,M,Kwazulu-Natal,Durban ,Y,swimming,other
Unknown,Unknown,Unknown,Unprovoked,south africa,"captain a. anderson,  natal mercury, 12/31/1921; m. levine, gsaf",Unknown,M,Kwazulu-Natal,Durban,Y,other,other
Unknown,Unknown,Unknown,Unprovoked,fiji,"fijian society papers presented april 17, 1918; w.e., p.191",Unknown,Unknown,Unknown,,Y,other,other
Unknown,Unknown,Unknown,Unprovoked,usa,"c. creswell, gsaf; wilmington star, 7/17/1916",Unknown,M,North Carolina,Somewhere between Hatteras and Beaufort,N,swimming,other
Unknown,Unknown,Unknown,Unprovoked,south africa,"rural new yorker, 7/19/1913",Unknown,M,Kwazulu-Natal,Durban,Y,fishing,other
Unknown,Unknown,Unknown,Unprovoked,south africa,"rural new yorker, 7/19/1913",Unknown,M,Kwazulu-Natal,Durban,Y,wading,other
Unknown,Unknown,Unknown,Unprovoked,unknown,"ref. j. t. dubois in n.y. sun, 3/19/1911",Unknown,M,Unknown,,N,swimming,other
Unknown,Unknown,Unknown,Unprovoked,usa,captain w. young,Unknown,F,Hawaii,Puna,N,other,other
Unknown,Unknown,Unknown,Unprovoked,australia,"ny sun, 9/9/1906, referring to account by louis becke",Unknown,M,Unknown,,Y,fishing,other
Unknown,Unknown,Unknown,Unprovoked,australia,"ny sun, 9/9/1906, referring to account by louis becke",Unknown,M,Unknown,,Y,fishing,other
Unknown,Unknown,Unknown,Unprovoked,australia,"ny sun, 9/9/1906, referring to account by louis becke",Unknown,M,Unknown,,Y,fishing,other
Unknown,Unknown,Unknown,Unprovoked,australia,"l. becke in new york sun, 9/9/1906; l. schultz & m. malin, p.523",Unknown,M,New South Wales,            ,Y,swimming,other
Unknown,Unknown,Unknown,Unprovoked,australia,"h. taunton; n. bartlett,  p. 234",Unknown,M,Western Australia,Roebuck Bay,Y,diving,other
Unknown,Unknown,Unknown,Unprovoked,australia,"h. taunton; n. bartlett,  pp. 233-234",Unknown,M,Western Australia,,Y,other,other
Unknown,Unknown,Unknown,Unprovoked,usa,"f. schwartz, p.23; c. creswell, gsaf",Unknown,M,North Carolina,Ocracoke Inlet,Y,swimming,other
Unknown,Unknown,Unknown,Unprovoked,panama,"the sun, 10/20/1938",Unknown,M,Unknown,"Panama Bay 8 N, 79 W",Y,other,other
